,pmid_pmcid,publisher,journal_title,article_title,cost_with_vat
1237,PMCID:PMC3572772,Oxford University Press,Nephrology dialysis transplantation,Conversion to sirolimus in kidney transplant recipients with squamous cell cancer and changes in immune phenotype,1700.0
1238,PMC3643589,Oxford University Press,Nucleic acid research,Restriction endonuclease TseI cleaves A:A and T:T mismatches in CAG and CTG repeats,1420.0
1239,3763532,Oxford University Press,Nucleic acid research,Clusters of microRNAs emerge by new hairpins in existing transcripts,1704.0
1240,PMC3575846,Oxford University Press,Nucleic acid research,Space exploration by the promoter of a long human gene during one transcription cycle,710.0
1241,3597655,Oxford University Press,Nucleic acid research,"Structure, evolution and function of the bi-directionally transcribed iab-4/iab-8 microRNA locus in arthropods",1704.0
1242,PMC3737548,Oxford University Press,Nucleic acid research,"Splicing-coupled 3? end formation requires a terminal splice acceptor site, but not intron excision",1704.0
1243,PMCID: 3424546,OXFORD UNIVERSITY PRESS,Nucleic acids research,DYNAMIC ACETYLATION OF LYSINE-4-TRIMETHYLATED HISTONE H3 & H3 VARIANT BIOLOGY IN MUTLICELLULAR EUKARYOTE,1704.0
1244,PMCID: 3479183,OXFORD UNIVERSITY PRESS,Nucleic acids research,ATPASE ACTIVITY OF FML1 IS ESSENTIAL FOR ITS ROLE IN HOMOLOGOUS RECOMBINATION & DNA REPAIR,1704.0
1245,PMID: 21948792 /PMCID: PMC3245117,Oxford University Press,Nucleic acid research,BuGSbase - a microbial gene expression and comparative genomic database,1704.0
1246,PMID: 23963700 PMC3834809 ,Oxford University Press,Nucleic acid research,Replisome stall events have shaped the distribution of replication origins in the genomes of yeasts.,1704.0
1247,"PMC3531114

",Oxford University Press,Nucleic acid research,New functional families (FunFams) in CATH to improve the mapping of conserved functional sites to 3D structures ,852.0
1248,"PMC3531217

",Oxford University Press,Nucleic acid research,Genome3D: a UK collaborative project to annotate genomic sequences with predicted 3D structures based on SCOP and CATH domains,852.0
1249,PMC3664799,Oxford University Press,Nucleic acid research,"Functional interplay of DnaE polymerase, DnaG primase and DnaC helicase within a ternary complex, and primase to polymerase hand-off during lagging strand DNA replication in Bacillus subtilis.",852.0
1250,PMID: 23511971 PMC3643581 ,Oxford University Press,Nucleic acid research,MBNL1 and PTB cooperate to repress splicing of Tpm1 exon 3,852.0
1251,PMID:22434880 PMC3401426,Oxford University Press,Nucleic acid research,Identification and classification of bacterial Type III toxin-anti-toxin systems encoded in chromosomal and plasmid genomes,852.0
1252,1852.505,Oxford University Press,Nucleic acid research,Solution Conformations of Early Intermediates in Mos1 Transposition.,852.0
1253,PMC3526300,Oxford University Press,Nucleic acid research,DNA catenation maintains structure of human metaphase chromosomes.,1420.0
1254,PMC3561976,Oxford University Press,Nucleic acid research,AT-rich sequence elements promote nascent transcript cleavage leading to RNA polymerase ii termination,710.0
1255,Pending - Epub April 2013,Oxford University Press,Oxford journals,"Health Policy and Planning, Health insurance for the poor decreases access to HIV testing in antenatal care: evidence of an unintended effect of health insurance reform in Colombia",1700.0
1256,23981980 PMC3809720,Oxford University Press,Oxford university press,Physical activity levels across adult life and grip strength in early old age:updating findings from a british brith cohort,1852.505
1257,"PMC3601848

",Oxford University Press,"Protein engineering, design and selection (",Evaluating the use of Apo-neocarzinostatin as a cell penetrating protein.,2040.0
1258,PMC3235332,Oxford University Press,Qjm: an international journal of medicine,Hepatitis C virus: current concepts and future challenges,1700.0
1259,PMID23824939,Oxford University Press,Qjm: an international journal of medicine,Risk factors for wheezing in infants born in Cuba,2400.0
1260,PMID: 23236081,Oxford University Press,Schizophrenia bulletin,"Social deprivation, inequality and the neighbourhood-level incidence of psychotic syndromes in East London",2040.0
1261,"Epub ahead of print pub Dec 2012, print in press. ",Oxford University Press,Social cognitive and affective neuroscience,Emotion regulation modulates anticipatory brain activity that predicts emotional memory encoding in women,2040.0
1262,PMCID: PMC3481955,Oxford University Press,Social history of medicine,"Children's physic: medical perceptions and treatment of sick children in early modern England, c. 1580-1720",2040.0
1263,1852.505,Oxford University Press,Social history of medicine,Beyond the Medical Text: Health and Illness in Early Medieval Italian Sources,2100.0
1264,PMID: 23125445  PMC3532835 ,Oxford University Press,The journal of infectious diseases,Schistosoma mansoni infection in pre-school-aged children: the development of IgE and IgG4 responses to parasite allergen-like proteins,2040.0
1265,3381638,Oxford University Press ,Clinical infectious diseases,"Rates of Pneumococcal Colonization and Transmission probabilities by serotype, among new born infants in Kilifi District ",1700.0
1266,3475639,Oxford University Press ,J infect dis,Genetic Relatedness of Infecting and Reinfecting Respiratory Syncytial Virus Strains Identified in a Birth Cohort From Rural Kenya,378.78
1267,PMC3494269,Oxford University Press ,Molecular biology and evolution,Evolution of Viral Proteins Originated De Novo by Overprinting,1450.0
1268,PMCID:PMC3718323,Oxford University Press (OUP),Cardiovascular research,Gap junctions support the sustained phase of hypoxic pulmonary vasoconstriction by facilitating calcium sensitization,2040.0
1269,PMC3674800,Oxford University Press (OUP),Human molecular genetics,Trans-splicing correction of tau isoform imbalance in a mouse model of tau mis-splicing ,2040.0
1270,PMC3674807,Oxford University Press (OUP),Human molecular genetics,ALS mutant FUS disrupts nuclear localisation and sequesters wild-type FUS within cytoplasmic stress granules,2040.0
1271,PMC3686461,Oxford University Press (OUP),Schizophrenia bulletin,Life Events and Psychosis: A Review and Meta-Analysis,2048.0
1272,"PMCID:
    PMC3714924
","Oxford University Press
",Cardiovascular research,Flecainide Reduces Ca2+ Spark and Wave Frequency Via Inhibition of The Sarcolemmal Sodium Current,1020.0
1273,"PMCID:
    PMC3583273","Oxford University Press
",Journal of infectious diseases,"The role of interleukinâ10 family of cytokines in HIVâtuberculosis associated immune reconstitution inflammatory syndrome
",2040.0
1274,"PMCID:
    PMC3597664","Oxford University Press
",Nucleic acid research,"TDP1 is an HMG chromatin protein facilitating RNA polymerase I transcription in African trypanosomes
",852.0
1275,PMC3575118,Oxford Univesity Press,Medical law review,Regulatory or regulating publics? The European Union's regulation of emerging health technologies and citizen participation.,2040.0
1276,PMC3671369,Palgrave MacMillan ,Biosocieties,"Health Economists, Tobacco Control and International Development: On the Economisation of Global Health beyond Neoliberal Structural Adjustment Policies",1920.0
1277,PMC3836409 ,Pion,Environment and planning a,Transnational families and the family nexus: perspectives of Indonesian and Filipino children left behind by migrant parent(s),1800.0
1278,PMC3744396,PLOS,Plos computational biology,Spike triggered hormone secretion in vasopressin cells; a model investigation of mechanism and heterogeneous population function,1429.13
1279,PMC3681601,PLoS,Plos genetics,Meiosis-specific stable binding of Augmin to acentrosomal spindle poles promotes biased microtubule assembly in oocytes,1494.42
1280,3715439,Plos,Plos genetics,Strabismus promotes recruitment and degradation of farnesylated Prickle in Drosophila planar polarity specification,1761.48
1281,PMC3493395,PLOS,Plos ntd,Chitinase 3-like 1 protein levels are elevated in Schistosoma haematobium infected children,1283.76
1282,3517619,PLoS,Plos one,"HCN1 and HCN2 in Rat DRG Neurons: Levels in Nociceptors and Non-Nociceptors, NT3-Dependence and Influence of CFA-Induced Skin Inflammation on HCN2 and NT3 Expression",1001.03
1283,3498109,PLoS,Plos one,Fetal alcohol exposure and IQ at age 8: Evidence from a population-based birth-cohort study,1004.15
1284,3515553,PLoS,Plos one,Vitamin B-12 status during pregnancy and childs IQ at age 8: A Mendelian randomization study in the Avon Longitudinal Study of Parents and Children,1011.45
1285,3522679,PLoS,Plos one,Validation of Dual Energy X-ray Absorptiometry measures of abdominal fat by comparison with magnetic resonance imaging in an Indian population,1011.45
1286,3485223,PLoS,Plos one,Associations of different phenotypes of wheezing illness in early childhood with environmental variables implicated in the aetiology of asthma,1015.73
1287,PMC3547059,PLoS,Plos one,"""Involvement of EphB1 receptors signalling in models of inflammatory and neuropathic pain"" PONE-D-12-21867",1023.41
1288,3573029,PLoS,Plos one,Reactive oxygen species modulate the barrier function of the human glomerular endothelial glycocalyx,1039.87
1289,3769269,PLoS,Plos one,Chronic pravastatin but not atorvastatin treatment impairs cognitive function in two rodent models of learning and memory,1061.24
1290,3782430,PLoS,Plos one,Expression of HIV-1 Vpu Leads to Loss of the Viral Restriction Factor CD317/Tetherin from Lipid Rafts and its Enhanced Lysosomal Degradation,1061.24
1291,3797097,PLoS,Plos one,"Molecular phylogeny of a RING E3 ubiquitin ligase, conserved in eukaryotic cells and dominated by homologous components, the muskelin/RanBPM/CTLH complex",1061.24
1292,3675909,PLoS,Plos one,Anti-Müllerian hormone is not associated with cardiometabolic risk factors in adolescent females,1080.0
1293,PMC3566186,PLOS,Plos one,A Method for Positive and Negative Selection of Plasmodium falciparum Platelet-Mediated Clumping Parasites,794.93
1294,PMC3694955,PLoS,Plos one,"On the importance of countergradients for the development of retinotopy: Insights from a generalised 
Insights from a generalised",809.29
1295,PMC3729655,PLOS,Plos one,Telomeric repeats facilitate CENP-ACnp1 incorporation via telomere binding proteins,819.34
1296,PMC3774797,PLoS,Plos one,The effect of anti-rosetting agents against malaria parasites under physiological flow conditions,854.96
1297,3620162,PLoS,Plos one,Modification of the FoxP3 transcription factor principally affects inducible T regulatory cells in a model of experimental autoimmune encephalomyelitis,901.5
1298,PMC3694164,PLOS,Plos one,Regulation of Trypanosoma brusei total and polysomal MRNA during development within its mammalian host,902.12
1299,3669132,Plos,Plos one,"Localised JAK/STAT pathway activation is required for Drosophila wing hinge
development",903.89
1300,PMC3597521,PLOS,Plos pathogens,Th2 Cell-intrinsic Hypo-responsiveness determines susceptibility to Helminth infection,1343.73
1301,PMC3798605,PLOS,Plos pathogens,Independent pathways can transduce the life-cycle deifferentiation signal in Trypanosoma brucei,1438.45
1302,PMCID:PMC3715547),PLoS (Public Library of Science),Plos genetics,Trans-ancestral Studies Fine Map the SLE-Susceptibility LOcus TNFSF4,1774.83
1303,PMCID:PMC3711905,PLoS (Public Library of Science),Plos one,"Automated, high accuracy classification of Parkinsonian disorders: a pattern recognition approach",1061.93
1304,PMCID: PMC3661540,PLoS (Public Library of Science),Plos one,Prolonged internal displacement and common mental disorders in Sri Lanka_ the COMRAID study,389.73
1305,PMCID:PMC3706442,PLoS (Public Library of Science),Plos one,Genetics of callous-unemotional behavior in children,443.38
1306,PMC3527205,PLoS Public Library of Science,Plos genetics,Genes contributing to pain sensitivity in the normal population: an exome sequencing study,1676.06
